customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9302-GYVRV,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.31,245.86,No
5852-TTBYG,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.66,2297.24,No
4832-YYRNK,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),93.33,6748.53,No
7368-AIMAM,Male,1,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.54,4950.98,Yes
7861-OJXIL,Male,1,No,No,67,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,48.02,3327.08,No
7609-RFRKG,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.6,178.46,Yes
7323-QWSBN,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.46,2109.23,Yes
7161-GOVKS,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),61.08,119.23,Yes
4760-CMNXR,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,59.36,286.21,No
7180-KTYXD,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.86,123.23,Yes
5176-ZYGNX,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,73.48,3577.36,No
9764-DNEQL,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.2,836.31,No
3850-QURKD,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.9,2774.65,Yes
7396-LYQJP,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.55,2247.29,Yes
6880-XYPTP,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,61.01,2910.27,No
2970-FFCGS,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.83,1620.52,Yes
6141-RQPJD,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,77.84,4959.69,No
6659-BBPYW,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,72.48,5296.31,No
7051-ZOAFN,Female,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.58,880.52,No
2059-OMRTE,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.13,68.99,Yes
2757-MADHS,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),62.62,309.12,No
7862-WRHKE,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,91.2,5083.92,No
1494-AGUTT,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,97.16,1535.54,No
8162-XSGRH,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.78,4570.25,No
3768-HZAPQ,Male,1,No,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.87,4988.63,Yes
2958-FITAH,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,90.12,4524.5,No
7121-LWGRS,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,89.08,5419.84,No
8472-SDPZM,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.04,5265.69,No
5690-QKUSR,Female,1,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),81.56,3614.0,No
4607-LKQDO,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,72.05,71.97,Yes
1921-UIXGP,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.96,3771.95,Yes
2668-TUHZN,Female,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.9,1003.06,No
2785-NCPOG,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,93.15,6555.89,No
2310-BJMRW,Female,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.62,1179.66,No
3828-HUEFO,Male,1,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.22,924.16,No
3588-BKUBT,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),84.27,3138.1,No
5562-QXDZX,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.72,217.91,Yes
6631-VTEBE,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.23,2325.43,No
6083-QNEWQ,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.96,75.4,No
3829-ZYOBX,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.39,168.57,Yes
1181-QNANI,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,73.24,1134.85,No
1256-YZKTE,Male,0,No,No,47,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.07,3550.54,No
2958-XREUY,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.92,1987.66,No
1303-WFTWN,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.9,5270.73,No
2566-DQECD,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.87,446.99,Yes
7981-GWVJK,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.16,35.66,Yes
1938-QZWNF,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),94.08,2153.34,No
7030-ZPSIV,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.92,576.52,Yes
5537-DBGJP,Male,0,No,No,20,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.44,1443.51,Yes
2857-UNTUV,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.75,1006.52,No
6669-CPJGV,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.48,77.26,Yes
6254-OJLLS,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.32,802.94,No
3849-TJZSZ,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,66.97,2620.35,No
7382-OYTID,Male,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,62.6,1588.54,No
4722-JVYQD,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,67.91,3229.56,No
3413-YOIBQ,Male,1,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.67,461.38,Yes
5999-SCECO,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.1,275.7,Yes
6220-IWIOI,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.43,1087.86,Yes
9366-XOAOB,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.04,145.11,Yes
6507-OTATO,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.85,799.99,Yes
8194-JKTNN,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.81,166.83,Yes
2925-LTRNB,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),117.28,2493.25,No
8443-FHZZG,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,84.7,4386.31,No
2677-SECYR,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.09,348.71,No
6674-TUUUS,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.44, ,Yes
3981-HRQZJ,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,72.94,2792.26,No
8262-HMWTD,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),86.2,4649.32,No
3274-ZOXQY,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,94.56,1971.82,No
7241-FVSLY,Male,0,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.38,1071.61,Yes
9664-AWVIY,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.27,2886.33,Yes
4660-SPKZE,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.97,226.34,Yes
2713-AELQY,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,81.05,3783.91,No
1901-MAWWZ,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,5053.81,Yes
6097-HSJKN,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,108.67,5672.77,No
4909-BVMLO,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,51.42,845.23,No
7387-NPWIO,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.96,2528.33,No
6200-BSGRM,Male,1,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.62,2605.94,No
2585-HDBFV,Female,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.75,1299.85,No
9078-PNHRJ,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.62,850.7,Yes
2518-FTIVT,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.79,4173.0,No
7540-NRAUP,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.84,4395.39,Yes
6858-QPHRO,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.16,653.29,No
9162-BCDNW,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.33,4178.58,No
4742-DMIIW,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),99.95,410.49,Yes
3480-ODOQK,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.15,2766.75,No
7386-EHNXC,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.09,72.7,Yes
3496-JKOZC,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.89,126.45,No
3941-BLZUP,Male,1,Yes,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,78.56,159.78,Yes
7686-TYLAW,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.74,1185.44,No
1660-LKBRI,Female,1,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.56,1369.81,No
1049-PISVE,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.51,92.69,Yes
1551-YGXHR,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.55,3910.09,Yes
4315-NONXE,Male,1,No,No,31,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),73.61,2383.43,Yes
2845-MGGDO,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,103.27,864.06,Yes
7157-XYRYE,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),77.89,79.48,No
1931-IGSSF,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.08,370.36,Yes
8173-KCDJS,Female,0,Yes,Yes,43,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,64.17,2850.8,No
8543-KNVPN,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.81,1084.16,No
6794-GRCOB,Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.22,1503.28,No
7211-DMPYN,Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.1,423.46,No
3693-IUMYU,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,91.9,6360.96,No
3113-DMFGV,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,112.97,2472.61,No
8727-UDPVL,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.38,2276.25,No
6434-RIZCD,Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.29,135.91,Yes
1493-TCGBG,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.24,739.37,No
7321-YOGJU,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.35,2807.84,No
2459-OTDBM,Female,1,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.58,1963.89,No
5154-RUJML,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),68.02,2910.85,No
1079-SJFPJ,Female,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.41,2105.92,No
9166-MGOQW,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.06,979.04,Yes
6723-SPQVS,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,76.9,5783.0,No
7450-ORZKY,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.3,945.25,No
9553-IQADD,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,108.7,336.07,No
9095-DMSEW,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,92.93,1333.53,No
1182-JLSPQ,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,57.88,928.56,Yes
8636-EZCNO,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.51,251.72,No
4667-GKHGS,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.74,1315.4,No
4072-CMYQY,Female,0,No,No,45,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,75.54,3272.45,No
4653-QPQYT,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.18,410.64,No
1409-OGDLA,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),116.49,8084.6,No
1775-OVTZJ,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.17,4489.41,Yes
7066-VAMKG,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,77.0,3882.76,No
6156-KTWMK,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,73.23,2872.09,No
2195-PUOGJ,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),98.73,3620.92,No
4504-DWOKZ,Female,0,No,No,1,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.92,66.64,Yes
6543-EBLBZ,Male,1,Yes,No,59,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,71.63,4340.79,No
9047-GJYPQ,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.95,1891.04,No
4695-NCQUN,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.72,192.66,No
8546-BWRVZ,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),95.66,5868.54,No
1432-PDJVO,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.05,3519.97,No
6422-HGBMW,Female,0,No,No,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.22,963.0,No
7303-PLFMG,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),87.21,6378.8,No
7346-BFZZZ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.59,79.56,Yes
5714-CIJBG,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.14,861.67,Yes
5260-JELAX,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.77,7925.31,No
2266-ZSWND,Male,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,63.96,1945.46,Yes
6386-KXVXF,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.62,4407.88,Yes
1481-IZBUI,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,83.1,4600.05,No
7701-FNDUH,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.43,362.69,Yes
4748-VFUCO,Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.76,706.59,Yes
7264-OFBXX,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.15,5290.11,No
2555-RDXEE,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,76.86,660.58,Yes
8669-SRLWA,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.77,2876.7,Yes
5384-QKJSN,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,68.62,937.44,Yes
7074-CJTBX,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.12,4082.06,No
6103-HFDKQ,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.3,2472.59,No
3233-FLOWS,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.28,276.99,Yes
7228-LWYAO,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),82.49,3400.48,No
5610-WVYNM,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.83,2163.35,No
9107-BMATG,Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.43,6007.21,No
9479-XKPHZ,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.54,1003.67,Yes
2008-KDYTA,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.61,718.08,Yes
1079-AIUGK,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),77.45,1574.95,No
4465-XHOUY,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.38,5258.29,Yes
2002-AIEZQ,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.24,5321.41,No
3977-DBRMS,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.83,3942.17,No
2902-LIKEX,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.38,183.16,No
8058-WWYFA,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.36,69.84,Yes
9133-LUCNU,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),74.37,5168.99,No
2686-ZEVFY,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.86,934.21,No
4276-OWLZD,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.23,3690.74,No
7716-HCVVZ,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.52,995.94,No
1594-YYLMA,Female,0,No,No,70,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,81.82,5619.3,No
9983-OSAVB,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.31,1011.19,Yes
6156-SCKBV,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.78,2250.74,No
6688-XTKKG,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.61,5389.99,No
5664-VBHJI,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.77,3092.52,No
9016-SAOMU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,173.88,Yes
6882-PNGSW,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),73.1,505.17,No
1841-QLYAK,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.57,798.92,Yes
2695-EILIR,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,91.11,6595.32,No
2948-HGBBD,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.04,795.17,Yes
